train_number,train_type,source_station,destination_station,section_id,distance_km,scheduled_travel_time,actual_travel_time,scheduled_arrival,actual_arrival,delay_minutes,speed,weather,temperature,rain,visibility,congestion,station_dwell_time,disruption,timestamp,data_source,distance_remaining_km,remaining_travel_time_minutes,parsed_timestamp
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,104.7,138.4,,,33.7,103.1746772219067,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-04-12T10:00:00Z,SIMULATED,420.0,297.9,2024-04-12 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,201.7,257.8,,,56.1,66.94147959714307,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-04-12T10:00:00Z,SIMULATED,375.0,417.2,2024-04-12 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,405.0,237.6,273.0,,,35.4,102.2917631009542,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-04-12T10:00:00Z,SIMULATED,195.0,194.8,2024-04-12 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,765.0,651.2,750.2,,,99.0,70.48593362394382,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-04-12T10:00:00Z,SIMULATED,15.0,196.8,2024-04-12 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,523.4,589.6,,,66.2,61.898952609084745,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-04-12T10:00:00Z,SIMULATED,60.0,184.4,2024-04-12 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,720.0,478.6,538.1,,,59.5,90.2724947557488,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-04-12T10:00:00Z,SIMULATED,15.0,149.5,2024-04-12 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,23.6,35.0,,,11.4,114.28774265130328,LIGHT RAIN,25.6,1.5,4.0,MEDIUM,5.0,NONE,2024-04-12T10:00:00Z,SIMULATED,555.0,307.8,2024-04-12 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,45.6,48.8,,,3.2,118.41983817853162,LIGHT RAIN,23.2,1.5,4.0,LOW,5.0,NONE,2024-04-12T10:00:00Z,SIMULATED,510.0,271.6,2024-04-12 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,810.0,515.2,566.5,,,51.3,94.33065462386318,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,15.0,150.8,2024-04-16 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,397.8,447.8,,,50.0,95.01765587621438,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,15.0,129.5,2024-04-16 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,900.0,539.4,579.2,,,39.8,100.11006266075655,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,15.0,148.8,2024-04-16 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,315.0,183.2,216.8,,,33.6,103.18466624861092,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,285.0,234.3,2024-04-16 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,365.5,413.4,,,47.9,96.0277875846019,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,15.0,122.3,2024-04-16 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,720.0,467.2,522.3,,,55.1,92.46914250897667,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,15.0,144.8,2024-04-16 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,405.0,233.9,266.1,,,32.2,103.90503833879198,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,195.0,189.8,2024-04-16 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,209.6,243.5,,,33.9,103.07011821136705,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,240.0,213.6,2024-04-16 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,63.1,82.0,,,18.9,85.54161513534403,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,510.0,386.6,2024-04-16 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,337.6,385.7,,,48.1,95.96682839103914,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,60.0,145.6,2024-04-16 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,945.0,787.5,883.5,,,96.0,71.99873612624168,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,15.0,213.5,2024-04-16 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,405.0,365.2,422.1,,,56.9,66.53202883496118,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,195.0,277.8,2024-04-16 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,315.0,274.2,326.3,,,52.1,68.93670772839621,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,285.0,335.2,2024-04-16 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,270.0,165.9,210.6,,,44.7,97.66424386321744,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,330.0,277.4,2024-04-16 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,49.7,72.6,,,22.9,108.5599002252057,CLEAR,25.6,0.0,9.0,MEDIUM,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,510.0,314.8,2024-04-16 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,855.0,701.9,795.7,,,93.8,73.08431870046654,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,15.0,201.1,2024-04-16 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,98.9,120.6,,,21.7,109.16676726393702,CLEAR,23.2,0.0,9.0,MEDIUM,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,420.0,272.5,2024-04-16 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,138.8,184.3,,,45.5,97.2517712239174,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,375.0,301.9,2024-04-16 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,1035.0,856.0,950.9,,,94.9,72.54872822359653,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,15.0,222.3,2024-04-16 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,318.7,372.3,,,53.6,93.19206992995905,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,105.0,176.2,2024-04-16 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,599.8,663.7,,,63.9,63.02605765543228,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,15.0,148.2,2024-04-16 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,412.6,458.6,,,46.0,71.98500844747008,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,105.0,188.5,2024-04-16 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,141.6,179.0,,,37.4,76.27947428985621,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,420.0,387.8,2024-04-16 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,765.0,622.3,714.8,,,92.5,73.76449530104802,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,15.0,189.7,2024-04-16 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,23.5,33.7,,,10.2,114.89045662562278,CLEAR,25.6,0.0,9.0,MEDIUM,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,555.0,305.0,2024-04-16 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,590.2,661.3,,,71.1,59.46769553051564,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,15.0,151.2,2024-04-20 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,450.0,277.4,322.8,,,45.4,97.32333197218396,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,150.0,187.9,2024-04-20 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,990.0,724.0,799.9,,,75.9,82.04202224921187,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,15.0,196.9,2024-04-20 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,720.0,620.5,721.3,,,100.8,69.62158177710252,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,15.0,193.7,2024-04-20 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,126.7,153.5,,,26.8,106.57958756899924,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,375.0,262.9,2024-04-20 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,900.0,563.9,612.4,,,48.5,95.76696314749518,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,15.0,157.9,2024-04-20 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,51.3,80.9,,,29.6,105.18177361893946,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,510.0,330.5,2024-04-20 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,420.9,469.8,,,48.9,70.56028690747547,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,105.0,193.2,2024-04-20 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,405.0,245.2,287.0,,,41.8,99.08749835659349,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,195.0,204.9,2024-04-20 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,30.9,46.0,,,15.1,87.432509942212,CLEAR,32.0,0.0,9.0,MEDIUM,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,555.0,401.0,2024-04-20 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,945.0,782.3,877.3,,,95.0,72.4784438748026,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,15.0,212.4,2024-04-20 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,307.4,354.2,,,46.8,96.61597885413036,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,105.0,167.0,2024-04-20 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,270.0,159.7,196.8,,,37.1,101.4385197040521,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,330.0,262.3,2024-04-20 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,153.4,202.6,,,49.2,70.39920261157133,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,420.0,427.2,2024-04-20 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,135.0,71.1,83.4,,,12.3,113.86522899431296,LIGHT RAIN,25.6,1.5,4.0,MEDIUM,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,465.0,272.3,2024-04-20 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,408.7,463.7,,,55.0,92.49672788250788,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,15.0,134.7,2024-04-20 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,105.2,139.9,,,34.7,102.66195337116828,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,420.0,300.2,2024-04-20 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,217.9,259.7,,,41.8,99.1115545935526,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,240.0,227.1,2024-04-20 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,270.0,237.6,291.2,,,53.6,68.18845805899238,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,330.0,374.0,2024-04-20 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,379.4,434.4,,,55.0,92.5112571652321,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,15.0,129.7,2024-04-20 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,675.0,425.8,475.6,,,49.8,95.10697306083652,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,15.0,134.3,2024-04-20 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,289.3,330.0,,,40.7,74.6568719018642,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,240.0,273.6,2024-04-20 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,24.1,39.6,,,15.5,112.26335152122236,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,555.0,317.1,2024-04-20 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,765.0,509.4,569.2,,,59.8,90.10651973560996,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,15.0,154.8,2024-04-20 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,810.0,697.8,798.5,,,100.7,69.64896378611164,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,15.0,203.6,2024-04-20 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,315.0,189.7,230.5,,,40.8,99.61738794389912,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,285.0,247.5,2024-04-24 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,209.6,270.8,,,61.2,64.39887243709344,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,375.0,435.6,2024-04-24 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,990.0,778.6,866.0,,,87.4,76.2902659282411,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,15.0,209.2,2024-04-24 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,285.8,324.6,,,38.8,75.58528239857026,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,240.0,269.3,2024-04-24 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,270.0,158.1,193.1,,,35.0,102.48237498031276,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,330.0,258.2,2024-04-24 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,316.9,369.4,,,52.5,93.73250640019496,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,105.0,174.7,2024-04-24 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,900.0,738.4,832.1,,,93.7,73.13174394244015,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,15.0,206.0,2024-04-24 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,675.0,569.7,667.5,,,97.8,71.08564818819096,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,15.0,185.5,2024-04-24 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,450.0,287.1,339.0,,,51.9,94.04398030809324,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,150.0,197.6,2024-04-24 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,376.6,444.5,,,67.9,86.03506859643353,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,60.0,169.7,2024-04-24 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,135.0,84.3,132.2,,,47.9,96.05300705114324,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,465.0,353.4,2024-04-24 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,675.0,580.6,631.1,,,50.5,69.74977322658543,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,15.0,138.4,2024-04-24 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,437.2,504.3,,,67.1,86.46162385768542,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,15.0,147.5,2024-04-24 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,386.0,444.1,,,58.1,90.9383862172727,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,15.0,133.0,2024-04-24 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,638.3,718.3,,,80.0,54.98877821337363,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,15.0,161.4,2024-04-24 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,46.6,54.8,,,8.2,115.8759292746051,CLEAR,28.8,0.0,9.0,LOW,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,510.0,282.3,2024-04-24 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,810.0,680.3,777.4,,,97.1,71.43521207244481,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,15.0,199.7,2024-04-24 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,765.0,515.7,577.7,,,62.0,89.01063346039847,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,15.0,157.1,2024-04-24 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,213.6,251.3,,,37.7,101.13560477527466,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,240.0,220.1,2024-04-24 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,855.0,519.4,561.9,,,42.5,98.77363695609606,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,15.0,146.6,2024-04-24 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,450.0,390.2,441.8,,,51.6,69.19732684185124,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,150.0,231.7,2024-04-24 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,128.4,158.0,,,29.6,105.17525972163776,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,375.0,268.5,2024-04-24 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,23.0,28.2,,,5.2,117.39277235569986,CLEAR,32.0,0.0,9.0,LOW,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,555.0,293.9,2024-04-24 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,135.0,100.7,129.9,,,29.2,80.41684328345286,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,465.0,391.1,2024-04-24 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,32.1,53.9,,,21.8,84.09195699484648,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,555.0,422.8,2024-04-24 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,1035.0,862.2,958.1,,,95.9,72.025151089664,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-28T10:00:00Z,SIMULATED,15.0,223.4,2024-04-28 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,320.4,375.0,,,54.6,92.68941814423135,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-28T10:00:00Z,SIMULATED,105.0,177.6,2024-04-28 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,100.4,125.3,,,24.9,107.5603235296455,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-04-28T10:00:00Z,SIMULATED,420.0,279.2,2024-04-28 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,66.1,92.6,,,26.5,81.74686439001805,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-28T10:00:00Z,SIMULATED,510.0,410.8,2024-04-28 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,610.1,676.2,,,66.1,61.95230102885829,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-28T10:00:00Z,SIMULATED,15.0,150.6,2024-04-28 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,945.0,639.8,702.5,,,62.7,88.62742561656455,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-04-28T10:00:00Z,SIMULATED,15.0,177.9,2024-04-28 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,139.8,186.7,,,46.9,96.53328988711264,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-04-28T10:00:00Z,SIMULATED,375.0,305.0,2024-04-28 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,206.9,266.4,,,59.5,65.25416592502113,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-04-28T10:00:00Z,SIMULATED,375.0,429.3,2024-04-28 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,810.0,503.7,550.7,,,47.0,96.49516598024114,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-04-28T10:00:00Z,SIMULATED,15.0,146.3,2024-04-28 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,855.0,654.9,738.2,,,83.3,78.32746489314437,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-04-28T10:00:00Z,SIMULATED,15.0,189.8,2024-04-28 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,135.0,81.8,123.8,,,42.0,98.99701634207018,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-04-28T10:00:00Z,SIMULATED,465.0,338.8,2024-04-28 10:00:00+00:00
